asset_ip,candidate_name,root_domain,source_kinds,evidence_count,source_port_count,label
10.10.16.35,portal.corp.internal,corp.internal,http_location;technology;tls_san,3,2,high_value
10.10.98.56,admin-gateway.academy.htb,academy.htb,http_location;technology;tls_san,1,2,high_value
10.10.94.128,vpn.dev.lab.local,lab.local,tls_san,3,2,high_value
10.10.90.80,portal.corp.internal,corp.internal,technology,1,2,high_value
10.10.77.193,portal.lab.local,lab.local,tls_san,3,1,high_value
10.10.53.228,issuer,issuer,banner,2,1,noise
10.10.66.36,web02.academy.htb,academy.htb,banner;http_url;technology,2,1,supporting
10.10.73.241,grafana.lab.local,lab.local,banner;http_url,3,2,supporting
10.10.40.242,default,default,banner,1,2,noise
10.10.82.92,sso.academy.htb,academy.htb,http_location;technology;tls_san,1,1,high_value
10.10.34.183,apache,apache,banner;technology,2,1,noise
10.10.52.163,mail.corp.internal,corp.internal,http_url,1,1,supporting
10.10.81.118,docs.corp.internal,corp.internal,banner;http_url;technology,2,1,supporting
10.10.18.206,localhost,localhost,banner,2,1,noise
10.10.66.128,issuer,issuer,technology,2,2,noise
10.10.25.231,auth.academy.htb,academy.htb,technology;tls_san,3,2,high_value
10.10.53.26,portal.lab.local,lab.local,tls_san,2,1,high_value
10.10.40.135,workgroup,workgroup,banner;technology,2,1,noise
10.10.49.153,default,default,technology,2,1,noise
10.10.26.234,wiki.corp.internal,corp.internal,banner;technology,2,1,supporting
10.10.41.26,default,default,banner,1,1,noise
10.10.80.219,login.corp.internal,corp.internal,http_location,3,2,high_value
10.10.10.245,dc01.academy.htb,academy.htb,http_location;tls_san,1,1,high_value
10.10.15.104,dc01.corp.internal,corp.internal,tls_san,3,1,high_value
10.10.50.63,vpn.academy.htb,academy.htb,technology,2,1,high_value
10.10.41.9,default,default,banner,1,2,noise
10.10.55.72,ci.lab.local,lab.local,banner;http_url;technology,3,1,supporting
10.10.63.123,wiki.lab.local,lab.local,banner;http_url;technology,3,2,supporting
10.10.87.135,adfs.corp.internal,corp.internal,http_location;technology;tls_san,1,2,high_value
10.10.12.21,localhost,localhost,banner;technology,1,2,noise
10.10.26.170,workgroup,workgroup,technology,2,2,noise
10.10.78.166,grafana.lab.local,lab.local,banner;http_url;technology,1,2,supporting
10.10.70.166,vpn.academy.htb,academy.htb,technology,3,1,high_value
10.10.53.34,cipher,cipher,banner,1,2,noise
10.10.25.242,auth.corp.internal,corp.internal,http_location,2,2,high_value
10.10.29.205,workgroup,workgroup,banner;technology,1,1,noise
10.10.32.80,apache,apache,banner;technology,1,1,noise
10.10.21.178,issuer,issuer,banner,2,1,noise
10.10.66.240,ci.academy.htb,academy.htb,http_url;technology,2,2,supporting
10.10.23.193,sso.dev.lab.local,lab.local,http_location;tls_san,1,1,high_value
10.10.61.114,mail.dev.lab.local,lab.local,banner;http_url;technology,2,2,supporting
10.10.61.90,admin-gateway.corp.internal,corp.internal,http_location;technology;tls_san,1,1,high_value
10.10.69.9,localhost,localhost,technology,1,1,noise
10.10.18.34,sso.dev.lab.local,lab.local,http_location,2,1,high_value
10.10.55.148,workgroup,workgroup,banner;technology,2,2,noise
10.10.72.83,api.corp.internal,corp.internal,banner;http_url,3,1,supporting
10.10.11.30,issuer,issuer,banner;technology,1,1,noise
10.10.63.112,cipher,cipher,banner,1,1,noise
10.10.64.196,workgroup,workgroup,banner,1,1,noise
10.10.51.99,git.dev.lab.local,lab.local,http_url,3,1,supporting
10.10.34.146,grafana.lab.local,lab.local,banner;http_url,3,1,supporting
10.10.76.67,ci.lab.local,lab.local,banner;http_url;technology,3,2,supporting
10.10.72.244,login.lab.local,lab.local,tls_san,2,2,high_value
10.10.97.203,auth.corp.internal,corp.internal,http_location;technology;tls_san,2,2,high_value
10.10.19.159,apache,apache,banner;technology,1,2,noise
10.10.95.212,cipher,cipher,banner;technology,1,2,noise
10.10.36.73,workgroup,workgroup,banner,2,1,noise
10.10.66.227,cipher,cipher,banner;technology,1,2,noise
10.10.75.123,login.lab.local,lab.local,tls_san,3,1,high_value
10.10.58.104,portal.dev.lab.local,lab.local,http_location;technology;tls_san,2,2,high_value
10.10.47.162,portal.lab.local,lab.local,technology;tls_san,3,1,high_value
10.10.28.83,login.lab.local,lab.local,http_location;tls_san,1,1,high_value
10.10.68.39,wiki.lab.local,lab.local,banner;http_url,3,2,supporting
10.10.79.24,admin-gateway.dev.lab.local,lab.local,http_location;technology;tls_san,2,2,high_value
10.10.55.135,mail.lab.local,lab.local,http_url,2,1,supporting
10.10.94.99,issuer,issuer,banner;technology,1,1,noise
10.10.60.7,login.lab.local,lab.local,technology;tls_san,2,1,high_value
10.10.65.87,docs.lab.local,lab.local,banner,1,1,supporting
10.10.72.195,login.lab.local,lab.local,http_location;technology;tls_san,3,2,high_value
10.10.95.38,wiki.academy.htb,academy.htb,http_url;technology,3,1,supporting
10.10.32.89,workgroup,workgroup,banner,1,2,noise
10.10.63.53,localhost,localhost,banner;technology,2,1,noise
10.10.96.196,workgroup,workgroup,banner;technology,2,2,noise
10.10.25.62,cipher,cipher,banner,1,2,noise
10.10.85.127,adfs.lab.local,lab.local,technology,2,2,high_value
10.10.82.114,git.corp.internal,corp.internal,banner;http_url;technology,3,1,supporting
10.10.73.240,apache,apache,banner;technology,2,2,noise
10.10.41.43,git.dev.lab.local,lab.local,http_url;technology,2,2,supporting
10.10.55.51,mail.lab.local,lab.local,http_url,1,2,supporting
10.10.90.60,wiki.dev.lab.local,lab.local,http_url,2,1,supporting
10.10.31.116,adfs.academy.htb,academy.htb,http_location;technology;tls_san,2,1,high_value
10.10.14.58,login.corp.internal,corp.internal,http_location;technology;tls_san,3,1,high_value
10.10.84.43,grafana.academy.htb,academy.htb,banner;http_url;technology,1,2,supporting
10.10.24.240,cipher,cipher,technology,1,2,noise
10.10.24.71,web02.academy.htb,academy.htb,banner;technology,1,2,supporting
10.10.70.249,web02.lab.local,lab.local,technology,1,2,supporting
10.10.58.130,apache,apache,technology,2,1,noise
10.10.52.250,portal.academy.htb,academy.htb,http_location;technology,2,2,high_value
10.10.31.122,admin-gateway.dev.lab.local,lab.local,http_location;technology;tls_san,1,1,high_value
10.10.91.190,web02.academy.htb,academy.htb,banner;http_url;technology,1,1,supporting
10.10.21.252,grafana.academy.htb,academy.htb,banner;http_url;technology,2,2,supporting
10.10.92.160,ci.dev.lab.local,lab.local,http_url;technology,1,1,supporting
10.10.37.150,mail.lab.local,lab.local,http_url;technology,2,2,supporting
10.10.85.36,adfs.lab.local,lab.local,http_location;technology;tls_san,3,2,high_value
10.10.57.149,auth.corp.internal,corp.internal,http_location;technology;tls_san,2,2,high_value
10.10.65.63,ci.academy.htb,academy.htb,banner,1,2,supporting
10.10.15.139,workgroup,workgroup,banner;technology,2,1,noise
10.10.97.17,workgroup,workgroup,banner,2,2,noise
10.10.66.82,adfs.academy.htb,academy.htb,http_location;technology,1,2,high_value
10.10.69.147,api.dev.lab.local,lab.local,technology,2,2,supporting
10.10.91.59,adfs.corp.internal,corp.internal,http_location,1,2,high_value
10.10.27.165,portal.lab.local,lab.local,http_location;technology;tls_san,1,1,high_value
10.10.55.231,vpn.corp.internal,corp.internal,http_location;tls_san,1,1,high_value
10.10.90.163,vpn.academy.htb,academy.htb,technology,1,1,high_value
10.10.47.77,portal.dev.lab.local,lab.local,technology;tls_san,3,1,high_value
10.10.35.46,wiki.corp.internal,corp.internal,http_url;technology,3,1,supporting
10.10.33.146,ci.dev.lab.local,lab.local,http_url,2,1,supporting
10.10.21.108,wiki.academy.htb,academy.htb,banner;http_url;technology,1,2,supporting
10.10.37.138,git.dev.lab.local,lab.local,http_url,3,2,supporting
10.10.35.71,workgroup,workgroup,banner,1,2,noise
10.10.36.245,dc01.corp.internal,corp.internal,technology;tls_san,3,1,high_value
10.10.17.163,ci.academy.htb,academy.htb,banner;http_url;technology,2,1,supporting
10.10.90.162,auth.dev.lab.local,lab.local,tls_san,1,1,high_value
10.10.94.189,mail.dev.lab.local,lab.local,banner;technology,1,1,supporting
10.10.46.109,workgroup,workgroup,banner,2,2,noise
10.10.94.253,issuer,issuer,banner,1,2,noise
10.10.13.185,cipher,cipher,technology,2,2,noise
10.10.93.48,server,server,banner,1,2,noise
10.10.46.43,admin-gateway.lab.local,lab.local,http_location;technology;tls_san,1,2,high_value
10.10.18.249,web02.academy.htb,academy.htb,banner;http_url,3,1,supporting
10.10.53.176,issuer,issuer,banner,2,1,noise
10.10.39.46,localhost,localhost,technology,1,1,noise
10.10.49.191,mail.academy.htb,academy.htb,http_url,1,1,supporting
10.10.21.5,ci.lab.local,lab.local,banner;http_url;technology,3,2,supporting
10.10.63.254,admin-gateway.corp.internal,corp.internal,http_location,3,2,high_value
10.10.44.123,dc01.corp.internal,corp.internal,http_location;technology;tls_san,1,1,high_value
10.10.82.118,docs.lab.local,lab.local,banner;http_url;technology,1,1,supporting
10.10.76.192,nginx,nginx,banner;technology,1,1,noise
10.10.34.199,adfs.academy.htb,academy.htb,http_location,2,2,high_value
10.10.93.208,admin-gateway.corp.internal,corp.internal,tls_san,3,1,high_value
10.10.76.6,apache,apache,banner,1,1,noise
10.10.70.84,wiki.academy.htb,academy.htb,banner;http_url;technology,3,1,supporting
10.10.96.44,default,default,banner;technology,2,1,noise
10.10.63.200,sso.academy.htb,academy.htb,tls_san,1,1,high_value
10.10.80.108,vpn.lab.local,lab.local,http_location;technology,1,2,high_value
10.10.52.51,adfs.corp.internal,corp.internal,tls_san,2,1,high_value
10.10.79.109,api.corp.internal,corp.internal,banner;http_url;technology,2,2,supporting
10.10.93.118,ci.corp.internal,corp.internal,banner;technology,3,1,supporting
10.10.78.154,admin-gateway.academy.htb,academy.htb,technology;tls_san,2,1,high_value
10.10.54.167,ci.academy.htb,academy.htb,banner,1,2,supporting
10.10.62.171,api.corp.internal,corp.internal,banner,1,2,supporting
10.10.95.176,server,server,technology,1,1,noise
10.10.81.175,localhost,localhost,banner,1,1,noise
10.10.33.5,grafana.lab.local,lab.local,technology,3,2,supporting
10.10.56.201,server,server,banner;technology,1,1,noise
10.10.28.193,sso.corp.internal,corp.internal,technology;tls_san,1,1,high_value
10.10.58.28,mail.dev.lab.local,lab.local,banner,1,2,supporting
10.10.55.57,api.academy.htb,academy.htb,banner;http_url;technology,1,2,supporting
10.10.18.41,cipher,cipher,banner,2,2,noise
10.10.37.164,git.lab.local,lab.local,http_url;technology,2,2,supporting
10.10.62.139,workgroup,workgroup,banner;technology,1,1,noise
10.10.87.72,nginx,nginx,banner;technology,1,2,noise
10.10.36.55,apache,apache,banner;technology,1,1,noise
10.10.39.221,ci.dev.lab.local,lab.local,banner;http_url;technology,2,1,supporting
10.10.34.72,dc01.dev.lab.local,lab.local,tls_san,1,1,high_value
10.10.98.23,wiki.academy.htb,academy.htb,http_url,3,2,supporting
10.10.78.161,localhost,localhost,banner,1,2,noise
10.10.90.207,sso.dev.lab.local,lab.local,http_location;technology;tls_san,2,1,high_value
10.10.99.218,dc01.academy.htb,academy.htb,http_location;technology;tls_san,3,1,high_value
10.10.24.54,issuer,issuer,banner;technology,2,2,noise
10.10.67.125,docs.academy.htb,academy.htb,banner;http_url;technology,2,2,supporting
10.10.42.51,admin-gateway.lab.local,lab.local,http_location;technology,1,1,high_value
10.10.95.125,docs.corp.internal,corp.internal,technology,3,2,supporting
10.10.32.61,auth.academy.htb,academy.htb,http_location,2,2,high_value
10.10.95.21,admin-gateway.academy.htb,academy.htb,http_location;technology,2,1,high_value
10.10.27.216,workgroup,workgroup,banner;technology,2,2,noise
10.10.43.161,sso.corp.internal,corp.internal,http_location,1,1,high_value
10.10.88.197,api.corp.internal,corp.internal,http_url,3,1,supporting
10.10.17.233,vpn.academy.htb,academy.htb,technology,2,2,high_value
10.10.28.50,apache,apache,banner;technology,2,2,noise
10.10.11.228,sso.dev.lab.local,lab.local,http_location;technology;tls_san,1,1,high_value
10.10.73.33,server,server,banner,1,1,noise
10.10.56.105,cipher,cipher,banner;technology,1,2,noise
10.10.56.151,dc01.academy.htb,academy.htb,technology;tls_san,1,1,high_value
10.10.44.148,git.corp.internal,corp.internal,banner;technology,1,1,supporting
10.10.23.44,dc01.academy.htb,academy.htb,http_location,1,2,high_value
10.10.23.176,issuer,issuer,banner;technology,2,2,noise
10.10.77.207,ci.lab.local,lab.local,banner;technology,2,1,supporting
10.10.77.55,dc01.corp.internal,corp.internal,http_location;technology;tls_san,2,2,high_value
10.10.85.249,nginx,nginx,banner;technology,1,1,noise
10.10.33.94,wiki.dev.lab.local,lab.local,banner;http_url;technology,1,2,supporting
10.10.64.37,auth.academy.htb,academy.htb,http_location;technology;tls_san,2,2,high_value
10.10.95.77,portal.lab.local,lab.local,http_location,2,2,high_value
10.10.20.188,apache,apache,technology,2,2,noise
10.10.12.150,cipher,cipher,technology,1,1,noise
10.10.85.241,workgroup,workgroup,technology,1,1,noise
10.10.11.51,workgroup,workgroup,banner,2,1,noise
10.10.41.131,dc01.dev.lab.local,lab.local,http_location,2,1,high_value
10.10.39.156,cipher,cipher,banner,1,1,noise
10.10.10.14,default,default,banner;technology,2,2,noise
10.10.81.124,web02.lab.local,lab.local,http_url,1,1,supporting
10.10.52.100,apache,apache,banner;technology,2,2,noise
10.10.31.93,ci.dev.lab.local,lab.local,technology,1,1,supporting
10.10.75.81,vpn.academy.htb,academy.htb,http_location;technology,3,1,high_value
10.10.90.138,dc01.lab.local,lab.local,http_location;technology,3,1,high_value
10.10.55.175,wiki.academy.htb,academy.htb,technology,2,2,supporting
10.10.20.73,admin-gateway.corp.internal,corp.internal,http_location;technology,1,1,high_value
10.10.40.225,grafana.academy.htb,academy.htb,http_url;technology,2,2,supporting
10.10.38.28,localhost,localhost,banner;technology,1,1,noise
10.10.81.56,localhost,localhost,technology,2,1,noise
10.10.98.246,cipher,cipher,banner;technology,2,1,noise
10.10.24.86,default,default,banner;technology,1,1,noise
10.10.62.81,web02.lab.local,lab.local,http_url,2,1,supporting
10.10.62.66,cipher,cipher,banner;technology,2,2,noise
10.10.28.51,issuer,issuer,technology,2,1,noise
10.10.11.203,default,default,technology,1,2,noise
10.10.24.22,admin-gateway.lab.local,lab.local,http_location;technology;tls_san,2,2,high_value
10.10.23.249,default,default,banner;technology,1,2,noise
10.10.99.135,vpn.corp.internal,corp.internal,http_location;tls_san,3,1,high_value
10.10.97.110,wiki.dev.lab.local,lab.local,http_url,2,2,supporting
10.10.27.137,adfs.dev.lab.local,lab.local,technology,3,2,high_value
10.10.17.50,admin-gateway.dev.lab.local,lab.local,http_location;technology,2,2,high_value
10.10.69.58,auth.academy.htb,academy.htb,http_location;technology,1,1,high_value
10.10.93.23,api.academy.htb,academy.htb,http_url;technology,2,2,supporting
10.10.77.147,workgroup,workgroup,banner;technology,2,2,noise
10.10.43.171,default,default,technology,1,2,noise
10.10.84.69,login.lab.local,lab.local,http_location,2,2,high_value
10.10.11.184,localhost,localhost,banner;technology,1,2,noise
10.10.43.25,workgroup,workgroup,banner;technology,2,1,noise
10.10.89.10,mail.academy.htb,academy.htb,banner,2,2,supporting
10.10.40.217,adfs.corp.internal,corp.internal,http_location;technology;tls_san,1,2,high_value
10.10.79.54,vpn.academy.htb,academy.htb,http_location;technology;tls_san,3,2,high_value
10.10.14.132,cipher,cipher,technology,2,1,noise
10.10.65.72,auth.academy.htb,academy.htb,technology;tls_san,2,2,high_value
10.10.38.126,adfs.corp.internal,corp.internal,tls_san,2,1,high_value
10.10.87.246,cipher,cipher,banner;technology,1,1,noise
10.10.68.158,api.corp.internal,corp.internal,http_url,1,2,supporting
10.10.26.66,wiki.corp.internal,corp.internal,banner;http_url;technology,2,2,supporting
10.10.94.221,api.corp.internal,corp.internal,banner,2,2,supporting
10.10.67.189,auth.academy.htb,academy.htb,http_location;technology,3,1,high_value
10.10.21.59,mail.corp.internal,corp.internal,technology,3,2,supporting
10.10.88.192,portal.corp.internal,corp.internal,http_location;technology,1,1,high_value
10.10.12.237,workgroup,workgroup,banner,1,2,noise
10.10.21.149,admin-gateway.lab.local,lab.local,http_location;technology,3,1,high_value
10.10.85.141,mail.dev.lab.local,lab.local,banner;http_url;technology,3,2,supporting
10.10.15.17,dc01.dev.lab.local,lab.local,http_location;technology;tls_san,1,1,high_value
10.10.86.38,admin-gateway.lab.local,lab.local,http_location;technology;tls_san,1,1,high_value
10.10.14.66,admin-gateway.academy.htb,academy.htb,http_location;technology;tls_san,2,1,high_value
10.10.62.198,server,server,banner;technology,1,2,noise
10.10.14.7,issuer,issuer,technology,1,1,noise
10.10.18.194,grafana.lab.local,lab.local,banner;technology,3,2,supporting
10.10.58.207,api.dev.lab.local,lab.local,banner;http_url;technology,2,1,supporting
10.10.41.70,apache,apache,banner;technology,2,2,noise
10.10.99.158,nginx,nginx,technology,2,1,noise
10.10.16.185,dc01.dev.lab.local,lab.local,http_location;technology,2,2,high_value
10.10.91.138,auth.dev.lab.local,lab.local,http_location,3,1,high_value
10.10.64.238,nginx,nginx,banner,1,2,noise
10.10.75.220,localhost,localhost,banner;technology,2,2,noise
10.10.45.17,nginx,nginx,technology,1,2,noise
10.10.56.209,issuer,issuer,banner;technology,2,1,noise
10.10.57.31,issuer,issuer,banner;technology,2,1,noise
10.10.69.62,sso.dev.lab.local,lab.local,technology,1,2,high_value
10.10.47.38,docs.lab.local,lab.local,banner;http_url,1,1,supporting
10.10.54.51,git.lab.local,lab.local,http_url;technology,3,1,supporting
10.10.18.63,login.academy.htb,academy.htb,technology,2,2,high_value
10.10.68.237,mail.dev.lab.local,lab.local,banner;http_url;technology,2,1,supporting
10.10.49.5,api.dev.lab.local,lab.local,http_url,3,1,supporting
10.10.94.103,workgroup,workgroup,banner,1,1,noise
10.10.83.140,nginx,nginx,banner;technology,2,2,noise
10.10.38.120,nginx,nginx,banner;technology,1,1,noise
10.10.71.84,default,default,banner;technology,1,2,noise
10.10.12.42,mail.dev.lab.local,lab.local,banner;technology,2,1,supporting
10.10.76.209,mail.dev.lab.local,lab.local,banner;http_url,2,2,supporting
10.10.95.244,vpn.lab.local,lab.local,technology;tls_san,2,2,high_value
10.10.96.220,server,server,banner;technology,1,2,noise
10.10.21.88,nginx,nginx,banner,1,2,noise
10.10.20.121,git.lab.local,lab.local,http_url,3,2,supporting
10.10.31.28,git.lab.local,lab.local,technology,1,1,supporting
10.10.45.247,vpn.lab.local,lab.local,tls_san,2,2,high_value
10.10.63.20,localhost,localhost,banner,1,1,noise
10.10.80.193,ci.corp.internal,corp.internal,technology,1,1,supporting
10.10.28.86,mail.corp.internal,corp.internal,banner,1,2,supporting
10.10.23.98,apache,apache,banner;technology,1,1,noise
10.10.93.79,admin-gateway.academy.htb,academy.htb,http_location;technology,2,1,high_value
10.10.13.15,server,server,banner;technology,2,1,noise
10.10.19.166,server,server,banner,2,2,noise
10.10.58.105,web02.lab.local,lab.local,banner;http_url,3,2,supporting
10.10.14.5,vpn.lab.local,lab.local,http_location;technology;tls_san,2,2,high_value
10.10.59.219,api.dev.lab.local,lab.local,banner;http_url,2,1,supporting
10.10.29.117,vpn.corp.internal,corp.internal,http_location;technology;tls_san,1,1,high_value
10.10.16.171,server,server,technology,1,1,noise
10.10.23.5,login.dev.lab.local,lab.local,technology,1,1,high_value
10.10.75.14,git.lab.local,lab.local,banner;technology,1,1,supporting
10.10.87.223,workgroup,workgroup,technology,2,1,noise
10.10.95.239,server,server,banner;technology,1,2,noise
10.10.66.207,web02.lab.local,lab.local,banner;http_url;technology,2,1,supporting
10.10.56.128,issuer,issuer,banner,2,1,noise
10.10.53.110,dc01.corp.internal,corp.internal,technology;tls_san,2,2,high_value
10.10.21.108,mail.lab.local,lab.local,banner,3,2,supporting
10.10.61.62,web02.lab.local,lab.local,banner,3,1,supporting
10.10.19.7,cipher,cipher,banner,2,1,noise
10.10.70.52,dc01.corp.internal,corp.internal,technology,1,1,high_value
10.10.60.46,api.academy.htb,academy.htb,http_url,3,1,supporting
10.10.37.2,cipher,cipher,banner;technology,1,2,noise
10.10.64.250,mail.academy.htb,academy.htb,banner;technology,3,2,supporting
10.10.79.187,workgroup,workgroup,technology,1,1,noise
10.10.13.110,docs.academy.htb,academy.htb,technology,1,2,supporting
10.10.52.60,web02.dev.lab.local,lab.local,banner;technology,2,2,supporting
10.10.87.159,issuer,issuer,banner,2,2,noise
10.10.73.147,admin-gateway.lab.local,lab.local,http_location;technology,3,1,high_value
10.10.13.247,dc01.academy.htb,academy.htb,technology;tls_san,3,1,high_value
10.10.50.96,auth.dev.lab.local,lab.local,http_location;technology,2,1,high_value
10.10.43.71,adfs.lab.local,lab.local,technology,1,1,high_value
10.10.48.227,docs.corp.internal,corp.internal,banner,2,2,supporting
10.10.87.66,git.academy.htb,academy.htb,banner;technology,2,2,supporting
10.10.91.203,login.dev.lab.local,lab.local,http_location;technology,1,1,high_value
10.10.67.250,mail.academy.htb,academy.htb,banner;technology,1,1,supporting
10.10.81.92,localhost,localhost,banner;technology,1,2,noise
10.10.56.29,git.corp.internal,corp.internal,banner,3,1,supporting
10.10.65.107,apache,apache,technology,2,1,noise
10.10.21.57,portal.lab.local,lab.local,technology;tls_san,3,1,high_value
10.10.97.66,portal.dev.lab.local,lab.local,http_location;technology,3,2,high_value
10.10.19.97,wiki.lab.local,lab.local,http_url;technology,2,2,supporting
10.10.84.47,api.corp.internal,corp.internal,banner;http_url;technology,1,1,supporting
10.10.11.83,git.corp.internal,corp.internal,banner;technology,3,1,supporting
10.10.48.103,apache,apache,banner;technology,1,2,noise
10.10.76.123,nginx,nginx,banner;technology,2,2,noise
10.10.13.168,wiki.corp.internal,corp.internal,technology,2,2,supporting
10.10.18.215,sso.corp.internal,corp.internal,tls_san,3,1,high_value
10.10.99.20,apache,apache,banner,1,1,noise
10.10.41.18,workgroup,workgroup,banner;technology,2,2,noise
10.10.27.3,web02.corp.internal,corp.internal,banner;http_url;technology,2,2,supporting
10.10.72.124,apache,apache,banner;technology,2,1,noise
10.10.42.68,cipher,cipher,technology,2,1,noise
10.10.10.202,portal.academy.htb,academy.htb,http_location;technology;tls_san,1,1,high_value
10.10.24.87,ci.academy.htb,academy.htb,banner,2,2,supporting
10.10.67.74,vpn.dev.lab.local,lab.local,http_location;tls_san,3,1,high_value
10.10.46.187,ci.corp.internal,corp.internal,banner;http_url;technology,2,2,supporting
10.10.33.2,dc01.academy.htb,academy.htb,http_location,1,2,high_value
10.10.84.238,auth.lab.local,lab.local,http_location;technology;tls_san,2,2,high_value
10.10.18.70,nginx,nginx,banner;technology,1,1,noise
10.10.51.144,ci.dev.lab.local,lab.local,banner,1,1,supporting
10.10.21.68,cipher,cipher,technology,2,1,noise
10.10.65.221,web02.dev.lab.local,lab.local,banner;http_url;technology,1,1,supporting
10.10.41.129,sso.lab.local,lab.local,http_location;technology,3,2,high_value
10.10.26.177,admin-gateway.corp.internal,corp.internal,http_location;technology,2,2,high_value
10.10.69.158,grafana.lab.local,lab.local,technology,1,2,supporting
10.10.68.230,docs.dev.lab.local,lab.local,http_url,3,2,supporting
10.10.22.51,apache,apache,technology,1,2,noise
10.10.22.106,mail.dev.lab.local,lab.local,http_url,1,1,supporting
10.10.56.189,default,default,banner;technology,2,1,noise
10.10.92.11,sso.academy.htb,academy.htb,technology,2,1,high_value
10.10.24.250,adfs.academy.htb,academy.htb,tls_san,3,1,high_value
10.10.16.50,sso.corp.internal,corp.internal,http_location,1,1,high_value
10.10.24.97,workgroup,workgroup,banner;technology,1,2,noise
10.10.10.207,default,default,banner,1,1,noise
